feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
-0.300326846,3.146824008,-0.073444435,0.510276311,2.148308025,1.468520514,1.004173725,0.356723837,-0.251417361,0.877350507
-1.42399385,-3.383850911,1.581744016,-0.493727586,-0.699392572,-0.209246296,0.835013648,-2.688953439,-2.633811155,-1.405281887
1.588294152,-0.877915036,1.477413016,0.651275044,0.553739093,0.307530866,1.206126425,-0.903037706,-1.32405108,1.543697761
-1.765428698,0.089071236,0.460173019,-0.406775216,0.639772364,0.938773363,1.355267941,-1.180080902,-1.550861038,-0.874639814
-0.675087579,-1.073256618,0.731248521,-1.527041061,0.278384508,0.7151073,1.065827963,-2.235666553,-2.378290397,-0.503462344
0.962316579,2.102571633,-0.092227882,-0.549228139,1.751178526,1.227018311,0.354686929,-0.872782282,-1.104025588,-0.835410282
0.653833223,2.210391141,-1.071864351,-0.234765351,1.624702272,0.908173259,0.522336601,-1.049015512,-0.979067825,0.391337581
-1.101483757,-0.368039554,1.513981737,-2.034681673,0.546809721,1.770667262,1.057321643,-1.931617858,-2.59633251,-0.362602834
2.035009109,-3.326986991,2.826663307,0.358206634,-0.533845954,0.614978905,2.3195761,-1.932588089,-2.729397538,-0.278708924
0.371736028,-1.421463709,2.578669119,1.078430744,0.417203768,1.339436834,2.125521926,-1.424219575,-2.430659315,-0.222478133
-3.254478941,5.60258677,-1.669417977,1.195452712,3.124607928,1.511383056,-0.563795415,0.647689406,0.555276796,-1.553893004
1.574948699,4.762067758,-1.009563358,0.758800934,2.776973621,1.45051845,0.383955204,0.946229334,0.538013975,0.141532132
1.252495729,1.69745526,0.602817362,0.980262953,1.35895674,1.967556861,1.052927803,-0.819533927,-1.532172548,2.565651575
-0.980469535,0.379262998,1.377285167,0.284056571,0.997265885,1.25419496,1.097401795,-0.781390239,-1.461050778,0.257574971
0.399269408,-1.390486439,1.481053237,-0.597438297,-0.267992584,-0.882005343,0.480549286,0.95709921,0.672935403,0.566511929
0.863571359,-1.518119246,1.802501762,-0.090207175,0.24483006,0.707752312,1.133578219,-1.752296363,-2.207754784,0.49462464
0.772314584,4.972733879,-1.059216586,0.033723103,2.888089803,1.511700364,0.253414212,0.94383755,0.549039407,0.302883277
0.616422105,3.060766739,-1.997599798,0.425133247,2.019858864,0.806640817,-2.566935347,-2.43734797,-1.441375265,-1.101774363
0.575107821,-2.46719227,1.159130379,-0.564388099,-0.437764332,0.397578991,1.759271802,-2.334591685,-2.567220733,-1.263403163
0.375169014,1.244902099,0.532150879,0.514671554,1.366613828,1.542768777,-0.265082272,-1.776456912,-1.988660806,-0.376837679
1.727552043,2.272304229,0.147992002,0.97291107,1.922916303,0.843588991,-0.130916696,-0.283294353,-0.47608402,-0.924218964
-0.367702326,0.351661743,-0.613034254,-0.460150962,0.649488347,0.533350303,0.041048778,-1.951890028,-1.651403685,0.314450822
-0.89025442,0.193051852,1.051222368,-1.522414694,1.068027867,0.566350435,1.867333485,-0.370503125,-0.963685396,0.435664566
0.610511002,0.638050393,0.233877872,-1.31841814,1.713087389,-0.630083261,1.392049486,-0.241469242,-0.254881662,-0.558264876
0.204414372,1.085387269,0.00175587,-0.790170131,1.279678374,0.419157227,0.347254042,-0.73091875,-0.770651437,0.918031469
0.021729491,2.715659459,1.960796254,-2.832318318,2.242080264,2.026504796,0.478223656,0.705873002,-0.469070525,1.159596289
0.122732162,-2.255377895,0.821547712,-0.148947295,-0.123086843,-0.495851227,0.445792187,-2.262374052,-1.972214825,0.508657804
-0.944127556,2.430515482,-0.314787395,0.805580475,2.107234612,-1.000500111,0.033423395,1.725700569,1.811427367,0.183473119
-0.341646696,1.911003974,-1.016098336,-0.999895292,1.514163543,0.391391636,-0.921233856,-1.277607415,-0.811855146,2.193602616
0.244750327,-1.942087486,3.232342624,-0.41688528,0.273850188,1.264632267,1.943630498,-1.377615764,-2.47983271,0.083699399
1.786597024,-2.039696994,4.241927817,-0.416210214,0.296054829,1.967842945,2.46053344,-1.177218573,-2.808566503,0.60348101
-0.025347275,4.570238524,-2.33013304,-0.590828111,2.663043651,0.806198634,-1.265577172,-0.5678801,-0.008058336,-0.074979259
0.681039596,-0.597093006,0.925848507,0.826109837,0.548386117,0.747027375,0.965499273,-1.693924531,-1.960229742,-1.001621865
0.090790903,1.290151743,0.380289941,-1.717957314,1.799862813,-0.985770063,1.257347817,1.435022639,1.23383185,0.863060781
-0.67759243,-1.936193689,3.322372237,0.395735462,0.223303228,1.147240175,1.478226139,-1.212262511,-2.25698931,0.141155415
0.019576762,-0.703040901,1.338884522,1.589005759,0.709283986,0.585097413,0.742957905,-1.598565948,-1.88389379,-0.140925924
0.17454306,-0.124784312,2.033482555,-1.573629571,0.845647204,1.910073618,1.839834995,-1.27564927,-2.315173677,0.081348883
0.024971262,-5.142510991,0.643607038,-0.673185236,-1.575377284,-0.91444999,0.060422868,-4.868701786,-3.93382674,-1.192026342
-1.651609597,-1.560218395,1.386999436,-0.447199393,0.299866013,0.534175601,0.488650373,-2.457993384,-2.558825267,0.981532875
0.173801165,-2.27203081,1.812712816,1.993862939,-0.016524755,0.011026301,2.402183601,-1.18965225,-1.729992526,-0.455460384
0.690925292,-1.849080242,1.820683271,0.017969507,0.135217042,0.754036739,1.296843871,-2.150477507,-2.58171368,0.003961281
-0.305470029,5.2174145,-1.034101694,-0.744756955,3.08055324,1.687943729,-0.986728396,0.299125717,0.144585139,-0.330376063
-1.282629432,-0.768018659,1.647798299,0.717079037,0.550054708,1.701536338,0.612667536,-2.647659491,-3.131717194,0.177778139
-0.439699951,0.678335885,-0.685009165,-0.595423203,1.010921566,0.370829672,0.469154567,-1.676567207,-1.420356824,0.034009255
-0.017273238,2.712702578,-1.321854107,1.673939797,1.823841819,0.496226894,0.145897123,-0.352275694,-0.167819054,0.034862415
1.905023084,2.398370078,-1.088965826,-0.495492145,1.705841926,0.489717084,-0.101746999,-0.564148521,-0.354300068,-3.347550596
-0.368449875,0.414905213,2.795539657,0.010636268,1.209545825,2.031291106,1.987137855,-0.149326345,-1.5920703,-1.336002892
-0.830512298,2.383602453,0.846372,-0.402081475,1.957545112,1.474804823,-0.423202869,-0.320269568,-0.794221937,-0.075509973
0.264270573,0.697825593,0.514405514,-0.774461644,1.217376353,0.742395121,-0.138230342,-1.417912607,-1.471147479,-0.386304498
1.216968863,3.919190516,-2.564012794,-0.381879344,2.322471997,0.199718468,-1.71235886,-0.813892678,0.079122654,1.505791121
0.094507653,1.87945973,0.611184348,-1.048251164,1.581517039,1.0865872,0.654239234,0.147607861,-0.407774739,-0.230025308
-1.325498968,-3.454547016,3.078933178,0.703880928,-0.566425189,1.078171866,1.511958982,-2.809017599,-3.525757674,1.028610311
1.330159355,0.69950977,0.761389882,0.318265538,1.126451062,-1.304403986,1.883581766,2.708210322,2.205495991,1.095586
-1.605217016,-4.110604298,3.438340632,-0.927050092,-0.811838618,0.924806158,2.622201557,-2.497108524,-3.465509953,-1.085922529
0.541444099,-1.95057892,2.639490291,-1.077905861,0.156530901,0.448895337,2.925237235,-0.31664235,-1.382857009,-0.640684993
-0.484954427,1.930629457,0.420568504,0.461518046,1.695728945,1.54354407,-0.031392526,-1.108222691,-1.442284759,-1.627897847
1.301592998,1.539123804,0.410295125,-0.691412204,1.476533726,1.301216095,0.548523202,-0.875407643,-1.264570277,0.861184538
-0.92165312,-1.690452297,4.397117593,-1.104726305,0.365504828,2.16345663,2.881849133,-0.544002896,-2.435204484,0.65930812
0.101033488,4.488398418,-1.881609555,0.469578897,2.654913895,0.762108906,-0.672204126,0.125487081,0.398466374,-0.119086143
1.829329664,0.307405548,0.051014259,0.517337295,0.761138128,0.384007819,0.920825093,-0.894146481,-0.99769572,-0.499613324
-0.342710621,-0.622397346,1.365795003,0.209972622,0.682020463,0.866459899,0.569860972,-1.821538515,-2.132137535,1.45965483
-0.119224356,-0.150079644,2.142766914,0.919748479,0.858711074,1.939882196,0.801961303,-1.716832988,-2.557010275,-0.713474318
0.005685698,-0.08183476,1.820064716,0.850186554,0.873011594,1.545580022,0.888178099,-1.409427118,-2.130811024,0.621254454
-0.728729393,-1.175966148,2.355062178,-0.846511844,1.312882693,-1.241561924,0.697865986,0.007341892,-0.208102582,-2.012908044
2.340296498,0.523063033,1.565221033,0.755242999,1.452097418,-0.838379308,0.91045283,1.627878943,1.152785993,-0.196925723
0.288251578,0.387034896,1.758887229,-0.541431645,0.984036587,1.596191869,2.049863298,-0.353002729,-1.428933949,-0.774916534
0.636670154,5.647468499,-3.338384604,0.201580114,2.904367584,0.855814709,-2.863306218,-0.885187982,0.166041081,0.098859445
-0.45610485,-0.415426122,1.6199579,-1.039633943,0.742517019,1.480263161,0.903141219,-1.937284798,-2.512053987,0.42108499
0.306698374,-1.310048978,-0.293453947,-0.550716788,0.061351911,-0.679883445,0.804672389,-1.675039471,-1.250143587,-0.616365429
-0.428674797,3.625175739,-2.227083597,0.092930234,2.046937366,1.11439173,-1.457789128,-1.608341875,-0.962406072,-1.217480187
-1.034471357,1.803086753,2.09483449,-0.115420301,1.769335137,2.283055006,1.966812539,0.300426361,-1.13835223,-1.583607934
-2.245670438,0.613631822,-0.23466573,1.581271952,1.058155378,0.651742985,-0.646675948,-2.240856444,-1.897512397,-0.406668442
-0.351272037,-3.341898529,2.895265343,-0.059367451,-0.553591323,0.931304377,2.057020818,-2.390778656,-3.178535717,1.309136642
1.184181016,0.963798936,0.023919893,1.036157261,1.083035855,1.358686355,0.539607142,-1.765862302,-1.9437344,0.041096382
0.642656732,-0.919545516,2.760481707,0.804256273,0.812050594,0.99893216,1.094876737,-0.980275338,-1.839920427,-1.838776718
0.488095381,-2.754793253,2.064617447,1.767502396,-0.417884818,0.879765336,1.276153995,-2.748150577,-3.168695996,0.783967651
-0.292075302,-0.669146212,0.041452695,-0.403755367,0.333958327,0.385146765,0.178214016,-2.298797796,-2.055747562,1.239936807
-0.572151933,4.031309332,-2.175208021,1.925626127,3.210251256,0.444765658,2.246465968,-0.412402737,-0.326926649,-1.103250705
-1.534787329,1.877574116,0.326745092,-0.453182976,1.632943757,1.403608489,0.244215889,-0.889280665,-1.241616368,-0.846213285
0.935868829,-2.472366953,2.057768821,0.436732556,-0.233808304,0.972217362,2.125892657,-2.314683615,-2.960384198,0.401207163
2.426192815,5.36669864,-1.938152556,0.480335047,3.110661336,1.170490835,-0.48492326,0.413277383,0.505127847,-0.280926624
-1.861484451,0.822458936,2.541622214,-0.503839254,1.594891342,1.992281958,1.236724951,-0.656236397,-1.8320984,0.56065252
0.56242373,2.406781833,1.298940751,0.658954135,1.895295993,1.031028664,2.231896668,2.124045581,0.873667296,-0.446332079
0.441628648,3.399080473,0.952772508,-0.417605968,2.447360681,2.190484683,0.70464573,0.34564311,-0.639220647,-0.685250548
0.516264916,-1.245879852,3.95982989,-1.294977389,0.66385769,1.273115128,3.175932467,0.586633044,-1.182978596,0.220367549
0.446012511,6.278593086,-1.072337218,0.299772236,3.660185771,2.156996565,-1.205334541,0.466117554,0.191464425,0.305000545
0.613174002,-2.117128335,3.731827356,0.385469476,0.133525689,1.596589553,2.457236133,-1.103918671,-2.533068648,-0.284290111
0.149867091,1.567678948,0.445426003,0.010933013,1.572986397,0.849986065,0.18919141,-0.503126715,-0.77418047,-1.48144698
-0.73544892,2.065754644,0.844502183,-0.026605105,1.707963989,1.809899725,-0.026432417,-0.746614606,-1.309320171,1.204594579
-1.493430736,0.577563386,0.581956598,0.398062175,1.057760777,1.052794964,1.030933613,-1.183996292,-1.560069364,1.652749704
0.087715009,-3.068652099,1.131556966,0.175386125,-0.466862716,-0.050378384,0.714919038,-3.30662485,-3.079911568,0.702276428
0.43346565,5.062089265,-1.418408177,-2.005576173,2.924985375,0.947199038,-0.600884561,1.028254388,0.989553948,0.872932868
-1.110587359,1.766235692,0.630923192,1.36552298,1.513833372,1.321700458,0.41163143,-0.345720557,-0.855437858,-0.056612087
-0.757430775,-0.156243733,1.109810933,-1.181286807,0.698689269,1.497293782,0.278793978,-2.242729396,-2.571344784,0.030536495
0.514145826,-0.506374569,1.196303279,-1.294493355,0.614977554,0.818848683,-0.108162823,-1.901171231,-2.047695493,-0.818337483
-0.754042492,0.735262497,-1.213480387,1.944107704,1.067668634,-0.107495829,-1.171327668,-2.346310634,-1.478245339,-0.47970674
-0.824485306,0.725234663,1.344444355,-0.746927693,1.122682631,1.481058741,2.378215804,-0.141731,-1.181186904,-0.706128612
0.666872345,-1.423110432,0.959051597,-0.337057486,0.039061344,0.747199898,0.249502348,-2.596005969,-2.614178533,0.137916521
-0.469398162,-6.095969505,4.617222962,1.531642466,-1.427938344,-0.014325352,2.423701433,-2.592509772,-3.488749042,-2.293941585
0.087328704,1.83437677,2.82222376,-1.757843449,1.872025001,2.395463163,2.617874768,1.135579015,-0.725795651,0.58950305
-1.055386221,2.047132613,-2.00113237,1.799064234,1.570616421,0.025485357,-1.359170819,-1.947604086,-0.989142716,-0.346584582
0.651711077,3.367977258,0.667311752,-0.085608049,2.41104188,1.705261518,1.755531797,1.145823676,0.069904863,0.377033838
0.509028354,1.310841148,0.864314688,1.153894135,3.101540395,0.412461025,1.804323643,-2.060932526,-2.253529801,-0.860546573
-0.241951525,-0.602682366,1.449181436,1.009955497,0.79684062,0.304613916,1.787877257,-0.605178905,-1.15486407,-1.331618116
1.181563137,-0.561896817,-0.452693512,-0.539398102,0.306756393,0.690961111,-0.019242518,-3.113484268,-2.69084523,-1.900489706
1.290548226,1.954197762,0.841577902,0.86515655,1.705234275,1.531445511,0.513924791,-0.342672112,-0.972113851,-0.48899229
-1.922314105,-1.081983157,1.64558684,-1.343125268,0.483746816,0.616287824,1.913797823,-1.080031727,-1.704472821,-0.395600373
-0.815502702,-5.721553261,5.60841185,-0.400873956,-1.253583787,0.982408898,4.493121549,-1.517113425,-3.405388128,0.611992632
-0.67982771,-1.461262284,1.412878952,0.880915169,0.116949491,0.721983898,1.223143363,-1.833071655,-2.212852396,-0.096346631
0.501171264,5.491292495,-2.561933369,0.01109522,2.935966002,1.331912407,-1.602014664,-0.447449259,0.038216711,-0.449107469
1.956609963,-5.428225933,3.427843101,0.790721019,-1.463068596,0.621925274,2.845200423,-3.30038939,-4.081410987,0.305598127
0.182538097,-0.819528647,1.048957614,0.626954748,0.54184,0.301436721,1.697528902,-1.038494175,-1.419754002,-0.2770531
-0.408941889,1.421218549,0.847961623,-0.365182616,1.441270364,1.558624909,0.334303603,-0.976057902,-1.483394481,-0.503243655
0.073058192,1.201407035,-0.777312376,-1.623738582,1.288729161,0.274775755,0.685513166,-1.076777376,-0.904155969,-0.369910469
-0.697616451,-1.711097784,1.141322896,-0.954054454,-0.025089026,0.502265943,0.940302907,-2.181522292,-2.339878103,-0.415175281
-2.079633282,-1.765184404,1.770679697,0.677208521,-0.080170053,1.183121389,2.708711011,-1.613402137,-2.466474502,-1.079550412
1.949975041,-5.220087767,3.069899418,-1.24574245,-1.380787357,0.096734777,1.073504406,-3.526772419,-3.772544754,0.52251007
-0.852685016,1.855714371,-0.495051235,0.19128826,1.586639002,1.157450364,0.102285203,-1.515461434,-1.497400174,1.82087181
0.07676295,-2.335680638,0.631104101,-1.384423154,-0.254273998,-0.126577449,0.526772876,-2.857109742,-2.549406067,0.183799373
-0.743859389,-0.610659674,1.044778702,-1.147341516,0.716521482,0.671539923,0.229994521,-2.115313807,-2.20040003,-0.768941625
-0.59144382,-0.749946458,1.59784809,0.770022487,0.449560688,0.973126589,3.398793658,-0.274229419,-1.354231544,0.154344233
0.827707998,4.190215867,-1.467068814,0.969230588,2.465269682,1.116322383,-0.332190591,0.052370269,0.093773425,-0.278883637
1.566509127,-0.16328695,3.067188967,0.739409489,0.965829708,1.482464886,3.93719796,1.112543444,-0.733747638,-0.40568838
2.243921276,3.991324958,-2.6055331,-2.72596885,2.167450987,0.961502413,-0.82373173,-1.083600853,-0.496709978,-0.213896489
-1.524146907,0.218776951,-0.050905775,0.714236483,0.837758146,0.803087762,0.377419234,-2.131169335,-2.045601724,-0.422209926
0.472557399,0.480333842,0.418935437,-0.780969707,1.122047591,0.847324816,0.424736698,-1.661853285,-1.770636755,-1.744564952
0.501987657,-1.735611977,3.481301382,-0.553708993,0.321484028,1.533424005,1.518665537,-1.337939671,-2.513655986,-0.720733987
0.274912711,-6.240111514,3.383219419,-1.390894131,-1.79636792,0.319319779,1.589974191,-4.416511688,-4.724622646,-0.482341575
0.355025618,1.090734043,0.836710847,1.274977382,1.239891302,1.539798687,0.487396877,-1.151847424,-1.646630653,0.197749136
0.328432991,1.541248719,1.025378441,1.05717913,1.60139512,0.723940637,0.660548773,0.437091734,-0.146939194,-0.44900362
-0.875360361,0.024095499,1.032044866,-0.456497298,0.692858367,1.632399554,0.573974958,-2.031876343,-2.464381573,1.284437053
1.187641139,-1.44042019,2.613742317,1.692329721,0.409747719,0.839964233,2.731210269,-0.461642375,-1.581776091,-2.326063713
1.272496544,1.150178701,1.101866832,0.434937054,2.556779357,-0.54037459,0.478710461,-0.361188713,-0.415299211,-1.920688867
0.486171241,0.007558984,1.076505338,0.50586191,0.986555933,0.51981405,0.901684172,-0.90221764,-1.252542529,1.990894633
-0.404554918,2.772683312,0.589726256,0.505211024,2.084573236,1.130672513,3.068873732,1.885095432,0.669175988,1.406370405
-0.739414432,-0.380636196,1.051447575,1.054777814,0.806700445,0.677303506,-1.02289714,-2.391979196,-2.24398024,-0.036021036
0.678019915,2.061817504,0.074485173,0.668213254,3.388181562,-0.940696358,0.645974157,-0.733065101,-0.40902464,1.152038698
-0.91720268,2.004195339,1.415941008,-0.903855542,1.721338635,1.860046022,2.716419293,0.897437437,-0.489425594,1.396021365
0.421319794,-3.079699862,2.861041276,0.807773431,-0.333613376,0.597822423,3.248335831,-1.365232276,-2.397744094,0.115831949
0.27699452,4.375505796,-0.200781532,1.357340467,2.757445649,1.566481219,0.629745206,1.123194708,0.445463162,0.822717375
0.724167241,-0.601827058,3.645443373,-1.773207408,0.815401546,2.272324571,1.876405368,-0.755618807,-2.331096733,-0.715248519
0.453254501,0.649306659,1.208022089,-0.761875629,1.22696915,0.925880921,2.145327919,0.016214121,-0.821427826,0.385469775
-0.814718181,1.459861004,0.205478712,1.071965368,1.436737474,0.999705154,0.975009642,-0.590958629,-0.961109049,-0.718038813
-0.261700994,-2.012733674,3.969610097,-0.171685077,0.376229297,1.845518204,3.330881893,-1.041197169,-2.732881744,0.443238098
-2.368691207,0.091868451,1.137983601,0.791654206,0.763331657,1.144059495,1.101591539,-1.016915569,-1.577458574,-1.118766163
-0.063626837,-3.203968614,3.923133803,1.414642667,-0.364848195,1.388990318,2.542800443,-1.709639415,-3.03270728,0.956622812
2.209183967,-5.380721847,3.774032912,-0.363049864,-1.423474919,0.190522772,3.734367764,-1.910142317,-3.004158607,-1.432949084
0.121327283,0.361223949,0.43810586,1.407238137,0.870209903,1.02122699,-0.208247625,-1.910960178,-1.940351274,-0.228093232
1.169408232,-1.692459739,0.876635712,-0.658409935,0.047840992,0.133235745,1.566751439,-1.809848533,-1.960469935,0.462453986
-1.301252624,-0.465779867,0.429034024,-1.24827051,0.55021832,0.887530223,-0.842300858,-2.998446004,-2.710376186,0.836520156
0.581873957,1.508270484,-0.477128295,-0.319490071,1.458169033,0.466311528,-0.729427965,-1.341126706,-1.028240479,0.542873348
-0.512295146,-2.243865707,1.99481742,0.151231072,-0.044564018,0.616440471,1.090739937,-2.271618542,-2.648736504,1.963085885
-0.881424906,0.616852328,-0.471855716,1.40416594,0.762659128,1.041432405,1.060074606,-1.740937514,-1.807760329,-0.992043561
0.061086173,3.154814484,-1.126723835,0.923865016,2.001801814,1.361684486,-1.164911562,-1.366909926,-1.108169927,1.479527204
0.750692795,0.515535037,1.455572721,0.39015394,1.198029436,1.351681658,1.456805953,-0.78133999,-1.558099873,1.183920484
0.62293227,1.333790028,0.842240582,1.810327591,1.498831417,0.690065721,0.363263322,-0.061814692,-0.469696921,0.658935355
1.686596136,2.951896456,-1.743058999,-0.330169668,1.874647582,1.063430713,-2.158132733,-2.253023286,-1.480014626,-0.081023837
-0.4869763,-2.076508123,4.537229059,0.62014878,0.441974487,1.774167611,3.670451819,-0.388081059,-2.337570424,-3.582062607
1.295827072,0.007510962,0.556644877,0.566425028,0.718598467,0.504109671,2.082241995,-0.462589485,-0.954880774,-2.240846744
2.540391098,1.617915246,-1.797516839,0.068350444,1.185711097,-0.045363542,-0.074892782,-1.157829101,-0.551471738,1.700429296
-0.401986491,1.362663156,0.107390602,-1.06328301,2.223373815,-0.36706849,1.160236024,-0.414296816,-0.409819473,0.295193062
